DATAFLOW,FREQ,REF_AREA,MEASURE,UNIT_MEASURE,CHAPTER,TIME_PERIOD,OBS_VALUE,ADJUSTMENT,COUNTERPART_AREA,SECTOR,COUNTERPART_SECTOR,CONSOLIDATION,ACCOUNTING_ENTRY,TRANSACTION,INSTR_ASSET,MATURITY,PRODUCT,PENSION_FUNDTYPE,CURRENCY_DENOM,VALUATION,PRICE_BASE,TRANSFORMATION,TABLE_IDENTIFIER,REF_YEAR_PRICE,BASE_PER,CONF_STATUS,DECIMALS,OBS_STATUS,UNIT_MULT,CURRENCY
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,AUS,B1GQ,USD_PPP,NAAG_I,1970,58.9207492824262,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,CAN,B1GQ,USD_PPP,NAAG_I,1970,99.2496556414224,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,DNK,B1GQ,USD_PPP,NAAG_I,1970,20.5044467839412,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,FRA,B1GQ,USD_PPP,NAAG_I,1970,189.176417923055,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,KOR,B1GQ,USD_PPP,NAAG_I,1970,19.4532034364876,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,NOR,B1GQ,USD_PPP,NAAG_I,1970,12.9787762023655,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,GBR,B1GQ,USD_PPP,NAAG_I,1970,203.070176720991,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,USA,B1GQ,USD_PPP,NAAG_I,1970,1073.303,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,CHN,B1GQ,USD_PPP,NAAG_I,1970,85.5769722961796,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,AUS,B1GQ,USD_PPP,NAAG_I,1971,64.2014145664187,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,CAN,B1GQ,USD_PPP,NAAG_I,1971,108.472328381474,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,DNK,B1GQ,USD_PPP,NAAG_I,1971,22.2286118797215,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,FRA,B1GQ,USD_PPP,NAAG_I,1971,209.288924986305,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,KOR,B1GQ,USD_PPP,NAAG_I,1971,22.6165298811673,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,NZL,B1GQ,USD_PPP,NAAG_I,1971,12.0265958403624,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,NOR,B1GQ,USD_PPP,NAAG_I,1971,14.4195867381056,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,GBR,B1GQ,USD_PPP,NAAG_I,1971,217.642410651255,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,USA,B1GQ,USD_PPP,NAAG_I,1971,1164.85,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,CHN,B1GQ,USD_PPP,NAAG_I,1971,96.2736657570551,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,AUS,B1GQ,USD_PPP,NAAG_I,1972,69.878859886988,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,CAN,B1GQ,USD_PPP,NAAG_I,1972,119.411313259928,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,DNK,B1GQ,USD_PPP,NAAG_I,1972,24.0709235494559,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,FRA,B1GQ,USD_PPP,NAAG_I,1972,228.199277537526,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,KOR,B1GQ,USD_PPP,NAAG_I,1972,25.3260741132987,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,NZL,B1GQ,USD_PPP,NAAG_I,1972,13.3136451511942,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,NOR,B1GQ,USD_PPP,NAAG_I,1972,15.8421045225397,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,GBR,B1GQ,USD_PPP,NAAG_I,1972,235.291882114058,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,USA,B1GQ,USD_PPP,NAAG_I,1972,1279.11,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,CHN,B1GQ,USD_PPP,NAAG_I,1972,104.280443095349,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,AUS,B1GQ,USD_PPP,NAAG_I,1973,78.9207484437721,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,CAN,B1GQ,USD_PPP,NAAG_I,1973,134.430016683765,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,DNK,B1GQ,USD_PPP,NAAG_I,1973,26.5882697978748,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,FRA,B1GQ,USD_PPP,NAAG_I,1973,255.615067135847,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,KOR,B1GQ,USD_PPP,NAAG_I,1973,30.7142480142803,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,NZL,B1GQ,USD_PPP,NAAG_I,1973,14.7600676497433,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,NOR,B1GQ,USD_PPP,NAAG_I,1973,17.4648626388013,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,GBR,B1GQ,USD_PPP,NAAG_I,1973,266.336815757629,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,USA,B1GQ,USD_PPP,NAAG_I,1973,1425.376,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,CHN,B1GQ,USD_PPP,NAAG_I,1973,118.543920922701,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,AUS,B1GQ,USD_PPP,NAAG_I,1974,86.406338570213,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,CAN,B1GQ,USD_PPP,NAAG_I,1974,151.447011779724,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,DNK,B1GQ,USD_PPP,NAAG_I,1974,28.7014148090968,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,FRA,B1GQ,USD_PPP,NAAG_I,1974,290.91722350779,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,KOR,B1GQ,USD_PPP,NAAG_I,1974,36.7084031992663,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,NZL,B1GQ,USD_PPP,NAAG_I,1974,16.9692991791728,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,NOR,B1GQ,USD_PPP,NAAG_I,1974,19.7896321651276,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,GBR,B1GQ,USD_PPP,NAAG_I,1974,285.427415165502,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,USA,B1GQ,USD_PPP,NAAG_I,1974,1545.243,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,CHN,B1GQ,USD_PPP,NAAG_I,1974,132.228383188295,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,AUS,B1GQ,USD_PPP,NAAG_I,1975,96.9456133877721,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,CAN,B1GQ,USD_PPP,NAAG_I,1975,168.032484008682,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,DNK,B1GQ,USD_PPP,NAAG_I,1975,30.9178216750017,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,FRA,B1GQ,USD_PPP,NAAG_I,1975,314.858511845557,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,KOR,B1GQ,USD_PPP,NAAG_I,1975,43.2898451609352,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,NZL,B1GQ,USD_PPP,NAAG_I,1975,19.1206232434565,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,NOR,B1GQ,USD_PPP,NAAG_I,1975,22.6939855953484,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,GBR,B1GQ,USD_PPP,NAAG_I,1975,309.75501905448,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,USA,B1GQ,USD_PPP,NAAG_I,1975,1684.904,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,CHN,B1GQ,USD_PPP,NAAG_I,1975,157.049986426626,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,AUS,B1GQ,USD_PPP,NAAG_I,1976,104.382150740204,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,CAN,B1GQ,USD_PPP,NAAG_I,1976,187.720658817256,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,DNK,B1GQ,USD_PPP,NAAG_I,1976,34.5743919093011,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,FRA,B1GQ,USD_PPP,NAAG_I,1976,346.595527266099,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,KOR,B1GQ,USD_PPP,NAAG_I,1976,51.7299055295287,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,NZL,B1GQ,USD_PPP,NAAG_I,1976,20.2647964656628,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,NOR,B1GQ,USD_PPP,NAAG_I,1976,25.352651701498,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,GBR,B1GQ,USD_PPP,NAAG_I,1976,335.968043436025,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,USA,B1GQ,USD_PPP,NAAG_I,1976,1873.412,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,CHN,B1GQ,USD_PPP,NAAG_I,1976,163.123130344293,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,AUS,B1GQ,USD_PPP,NAAG_I,1977,110.376497024124,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,CAN,B1GQ,USD_PPP,NAAG_I,1977,206.432258328527,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,DNK,B1GQ,USD_PPP,NAAG_I,1977,37.4517167226895,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,FRA,B1GQ,USD_PPP,NAAG_I,1977,381.214586627984,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,KOR,B1GQ,USD_PPP,NAAG_I,1977,61.7446443016483,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,NZL,B1GQ,USD_PPP,NAAG_I,1977,20.095470003919,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,NOR,B1GQ,USD_PPP,NAAG_I,1977,28.0490132064771,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,GBR,B1GQ,USD_PPP,NAAG_I,1977,365.27632437269,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,USA,B1GQ,USD_PPP,NAAG_I,1977,2081.826,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,CHN,B1GQ,USD_PPP,NAAG_I,1977,186.382299241094,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,AUS,B1GQ,USD_PPP,NAAG_I,1978,123.458258893785,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,CAN,B1GQ,USD_PPP,NAAG_I,1978,229.207302164658,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,DNK,B1GQ,USD_PPP,NAAG_I,1978,41.0549208196844,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,FRA,B1GQ,USD_PPP,NAAG_I,1978,424.143498952864,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,KOR,B1GQ,USD_PPP,NAAG_I,1978,73.4032718037309,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,NZL,B1GQ,USD_PPP,NAAG_I,1978,22.4530471451988,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,NOR,B1GQ,USD_PPP,NAAG_I,1978,31.1809582739492,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,GBR,B1GQ,USD_PPP,NAAG_I,1978,404.275752635825,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,USA,B1GQ,USD_PPP,NAAG_I,1978,2351.599,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,CHN,B1GQ,USD_PPP,NAAG_I,1978,222.75916980992,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,AUS,B1GQ,USD_PPP,NAAG_I,1979,138.111031858332,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,CAN,B1GQ,USD_PPP,NAAG_I,1979,257.470834170974,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,DNK,B1GQ,USD_PPP,NAAG_I,1979,46.2632770288513,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,FRA,B1GQ,USD_PPP,NAAG_I,1979,476.307319583434,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,KOR,B1GQ,USD_PPP,NAAG_I,1979,86.4386018600768,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,NZL,B1GQ,USD_PPP,NAAG_I,1979,24.0998416287804,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,NOR,B1GQ,USD_PPP,NAAG_I,1979,35.2405625372049,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,GBR,B1GQ,USD_PPP,NAAG_I,1979,449.843230633448,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,USA,B1GQ,USD_PPP,NAAG_I,1979,2627.333,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,CHN,B1GQ,USD_PPP,NAAG_I,1979,259.550927338868,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,AUS,B1GQ,USD_PPP,NAAG_I,1980,155.185762451147,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,CAN,B1GQ,USD_PPP,NAAG_I,1980,286.840458305722,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,DNK,B1GQ,USD_PPP,NAAG_I,1980,50.0632485327215,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,FIN,B1GQ,USD_PPP,NAAG_I,1980,44.0668191226744,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,FRA,B1GQ,USD_PPP,NAAG_I,1980,528.038811100516,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,KOR,B1GQ,USD_PPP,NAAG_I,1980,92.8101210731717,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,NZL,B1GQ,USD_PPP,NAAG_I,1980,26.5230547314599,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,NOR,B1GQ,USD_PPP,NAAG_I,1980,40.1624339359894,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,GBR,B1GQ,USD_PPP,NAAG_I,1980,479.790025662392,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,USA,B1GQ,USD_PPP,NAAG_I,1980,2857.307,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,CHN,B1GQ,USD_PPP,NAAG_I,1980,305.202682078163,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,AUS,B1GQ,USD_PPP,NAAG_I,1981,178.464422010145,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,CAN,B1GQ,USD_PPP,NAAG_I,1981,324.704459401599,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),A,DNK,B1GQ,USD_PPP,NAAG_I,1981,54.3942522675473,N,D,S1,S1,_Z,B,B1GQ,_Z,,,,,,V,N,,,,F,2,A,9,_Z
